dataset,target_size,algorithm,time,metric1,metric2,selected_features
ghsi,25,mcuve,1.16,0.64,0.5,28-29-52-53-54-63-64-65-66-67-68-69-70-71-72-73-74-75-85-86-87-88-89-91-92||28-29-52-53-63-64-65-66-67-68-69-70-71-72-73-74-75-85-87-88-89-90-91-92-93||28-29-30-52-53-57-58-59-60-63-64-65-66-67-68-69-70-71-72-73-74-75-87-91-92||28-29-30-51-52-53-54-55-56-57-58-59-60-64-65-66-67-68-69-70-71-72-73-74-75||28-29-52-53-54-55-56-57-58-59-64-65-66-67-68-69-70-71-72-73-74-75-88-90-91||28-29-51-52-53-54-55-56-57-58-59-60-63-64-65-66-67-68-69-70-71-72-73-74-75||28-29-30-52-53-56-57-58-64-65-66-67-68-69-70-71-72-73-74-88-89-90-91-92-93||28-29-63-64-65-66-67-68-69-70-71-72-73-74-75-84-85-86-87-88-89-90-91-92-93||28-29-52-53-54-55-56-57-58-59-60-64-65-66-67-68-69-70-71-72-73-74-75-91-92||28-29-30-51-52-53-54-55-56-57-58-59-60-64-65-66-67-68-69-70-71-72-73-74-75
ghsi,30,mcuve,1.16,0.64,0.5,28-29-52-64-65-66-67-68-69-70-71-72-73-74-75-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95||28-29-30-51-52-53-54-55-56-57-58-59-60-61-63-64-65-66-67-68-69-70-71-72-73-74-75-90-91-92||28-29-64-65-66-67-68-69-70-71-72-73-74-75-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95-96||28-29-51-52-53-54-55-56-57-58-59-63-64-65-66-67-68-69-70-71-72-73-74-75-87-88-89-90-91-92||27-28-29-30-51-52-53-54-55-56-57-58-59-60-63-64-65-66-67-68-69-70-71-72-73-74-75-91-92-93||27-28-29-30-51-52-53-54-55-56-57-58-59-60-63-64-65-66-67-68-69-70-71-72-73-74-75-90-91-92||28-29-52-53-54-55-56-57-58-59-63-64-65-66-67-68-69-70-71-72-73-74-75-88-89-90-91-92-93-94||27-28-29-64-65-66-67-68-69-70-71-72-73-74-75-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95||28-29-30-51-52-53-54-55-56-57-58-59-60-61-63-64-65-66-67-68-69-70-71-72-73-74-75-90-91-92||28-29-30-51-52-53-54-55-56-57-58-59-60-64-65-66-67-68-69-70-71-72-73-74-75-88-89-90-91-92
lucas_skipped,5,mcuve,1.78,0.65,0.08,7-8-9-10-11||8-9-10-11-12||8-9-10-11-12||8-9-10-11-12||8-9-10-11-12||7-8-9-10-11||7-8-9-10-11||8-9-10-11-12||8-9-10-11-12||6-7-8-9-10
lucas_skipped,10,mcuve,1.79,0.64,0.08,5-6-7-8-9-10-11-12-13-47||0-4-5-6-7-8-9-10-11-12||0-4-5-6-7-8-9-10-11-12||5-6-7-8-9-10-11-12-13-47||4-5-6-7-8-9-10-11-12-47||4-5-6-7-8-9-10-11-12-47||4-5-6-7-8-9-10-11-12-47||5-6-7-8-9-10-11-12-13-47||4-5-6-7-8-9-10-11-12-13||0-5-6-7-8-9-10-11-12-13
lucas_skipped,15,mcuve,1.8,0.57,0.09,0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-2-3-4-5-6-7-8-9-10-11-12-13-32-47||0-2-3-4-5-6-7-8-9-10-11-12-13-32-47||0-2-3-4-5-6-7-8-9-10-11-12-13-32-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47||0-1-2-3-4-5-6-7-8-9-10-11-12-13-47
lucas_skipped,20,mcuve,1.79,0.46,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-47-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-47-54-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-47-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-33-46-47-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-32-47-53-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-32-46-47-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-47-54-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-47-53-54-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-31-32-46-47-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-47-54-59
lucas_skipped,25,mcuve,1.83,0.43,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-47-52-53-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-31-32-33-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-31-32-33-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-31-32-33-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-34-46-47-53-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-33-46-47-53-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-31-32-33-38-45-46-47-54-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-33-34-45-46-47-53-54-59-60
lucas_skipped,30,mcuve,1.79,0.49,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-29-30-31-32-33-46-47-52-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-30-31-32-33-34-35-38-45-46-47-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-29-30-31-32-33-46-47-52-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-30-31-32-33-34-46-47-52-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-27-28-29-30-31-32-33-46-47-53-54-55-59-60-61-65||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-30-31-32-33-45-46-47-52-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-29-30-31-32-33-46-47-52-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-38-39-45-46-47-53-54-55-58-59-60-61||0-1-2-3-4-5-6-7-8-9-10-11-12-13-27-28-29-30-31-32-33-34-46-47-52-53-54-55-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-34-35-37-38-45-46-47-53-54-55-59-60
lucas_downsampled,5,mcuve,1.79,0.64,0.08,8-9-10-11-12||8-9-10-11-12||7-8-9-10-11||7-8-9-10-11||6-7-8-9-10||8-9-10-11-12||7-8-9-10-11||7-8-9-10-11||7-8-9-10-11||8-9-10-11-12
lucas_downsampled,10,mcuve,1.78,0.64,0.08,4-5-6-7-8-9-10-11-12-46||4-5-6-7-8-9-10-11-12-46||4-5-6-7-8-9-10-11-12-46||4-5-6-7-8-9-10-11-12-46||4-5-6-7-8-9-10-11-12-46||4-5-6-7-8-9-10-11-12-46||3-4-5-6-7-8-9-10-11-12||3-4-5-6-7-8-9-10-11-12||3-4-5-6-7-8-9-10-11-46||4-5-6-7-8-9-10-11-12-46
lucas_downsampled,15,mcuve,1.78,0.58,0.09,1-2-3-4-5-6-7-8-9-10-11-12-13-31-46||0-1-2-3-4-5-6-7-8-9-10-11-12-13-46||0-1-2-3-4-5-6-7-8-9-10-11-12-13-46||1-2-3-4-5-6-7-8-9-10-11-12-13-31-46||0-1-2-3-4-5-6-7-8-9-10-11-12-31-46||1-2-3-4-5-6-7-8-9-10-11-12-13-31-46||0-1-2-3-4-5-6-7-8-9-10-11-12-13-46||1-2-3-4-5-6-7-8-9-10-11-12-13-31-46||0-1-2-3-4-5-6-7-8-9-10-11-12-31-46||0-1-2-3-4-5-6-7-8-9-10-11-12-13-46
lucas_downsampled,20,mcuve,1.78,0.48,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-46-53-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-45-46-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-46-53-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-53-54-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-32-46-53-54-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-31-46-53-54-58-59
lucas_downsampled,25,mcuve,1.81,0.46,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-28-29-30-31-32-33-45-46-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-33-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-45-46-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-30-31-32-45-46-52-53-54-58-59-60
lucas_downsampled,30,mcuve,1.81,0.39,0.1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-33-34-35-37-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-27-28-29-30-31-32-33-34-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-27-28-29-30-31-32-33-45-46-52-53-54-58-59-60-65||0-1-2-3-4-5-6-7-8-9-10-11-12-13-28-29-30-31-32-33-34-35-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-33-34-35-37-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-27-28-29-30-31-32-33-34-45-46-52-53-54-58-59-60||0-1-2-3-4-5-6-7-8-9-10-11-12-13-26-27-28-29-30-31-32-46-51-52-53-54-58-59-60-65||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-33-34-35-36-37-38-45-46-53-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-29-30-31-32-33-34-35-36-37-38-45-46-53-54-58-59||0-1-2-3-4-5-6-7-8-9-10-11-12-13-28-29-30-31-32-33-45-46-51-52-53-54-58-59-60-65
