dataset,target_size,algorithm,time,metric1,metric2,selected_features
ghsi,25,spa,31.99,0.74,0.63,0-1-5-11-24-28-33-45-48-50-56-62-71-75-77-89-101-102-106-110-117-121-126-128-130||0-1-5-11-24-28-33-45-48-50-56-64-71-76-77-89-101-102-109-117-121-124-126-128-130||0-1-5-11-23-28-33-46-48-49-50-55-61-62-71-76-77-91-102-109-117-121-126-128-130||0-1-5-11-23-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-5-11-23-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-5-11-25-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-5-11-23-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-6-11-25-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-5-11-25-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130||0-1-5-11-25-28-33-46-48-49-50-55-61-62-71-76-77-89-102-109-117-121-126-128-130
ghsi,30,spa,39.24,0.74,0.63,0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-5-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-116-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-116-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-117-121-124-126-128-130||0-1-6-11-24-28-32-45-48-49-50-55-58-62-67-71-76-77-89-101-102-106-109-112-116-121-124-126-128-130
lucas_skipped,5,spa,7.18,0.64,0.08,1-7-19-60-65||1-7-19-60-65||1-7-19-60-65||1-7-19-60-65||1-6-19-59-65||1-7-19-60-65||1-7-19-60-65||1-7-19-60-65||1-7-19-60-65||1-7-19-60-65
lucas_skipped,10,spa,13.03,0.4,0.11,2-5-7-15-25-45-47-48-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65||2-5-7-15-25-45-47-48-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65||0-2-5-7-19-47-48-55-60-65
lucas_skipped,15,spa,18.67,0.48,0.1,0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65||0-1-5-7-10-21-31-45-47-48-53-56-57-60-65
lucas_skipped,20,spa,22.92,0.45,0.1,0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-2-5-7-14-19-25-32-45-47-48-50-53-55-56-57-60-61-63-65||0-1-5-6-9-13-20-26-31-45-47-48-50-53-56-57-60-61-63-65||0-2-5-7-10-19-25-31-42-46-47-48-51-55-56-57-60-61-63-65||0-1-5-7-11-19-25-31-39-46-47-48-50-55-56-57-60-61-63-65||0-2-5-7-10-20-25-31-42-46-47-48-51-55-56-57-60-61-63-65
lucas_skipped,25,spa,27.39,0.49,0.1,0-1-4-6-8-11-16-20-25-31-35-45-47-48-50-53-55-56-57-58-59-60-61-62-65||0-1-4-6-8-11-16-20-25-31-36-46-47-48-51-53-55-56-57-58-59-60-61-63-65||0-1-4-6-8-11-16-20-25-32-36-46-47-48-50-53-55-56-57-58-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-36-46-47-48-51-53-55-56-57-58-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-33-40-45-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-33-40-45-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-11-16-20-25-32-40-46-47-48-50-54-55-56-57-58-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-33-40-45-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-36-46-47-48-51-53-55-56-57-58-59-60-61-63-65||0-1-4-6-8-11-16-20-25-31-33-40-45-47-48-50-53-55-56-57-59-60-61-63-65
lucas_skipped,30,spa,31.44,0.49,0.09,0-1-3-5-7-10-13-17-21-24-30-31-32-34-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-7-10-13-17-21-24-30-31-32-34-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-4-6-7-9-12-15-19-23-28-31-32-42-46-47-48-50-54-55-56-57-58-59-60-61-62-63-65||0-1-3-4-6-7-9-12-15-19-23-28-31-32-42-46-47-48-50-54-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-7-10-13-17-22-26-30-31-33-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-7-10-13-17-22-26-30-31-33-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-7-10-13-17-22-26-30-31-33-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-7-9-12-15-19-24-30-31-33-40-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-7-9-11-16-20-26-31-32-40-42-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65||0-1-3-5-6-9-13-15-19-22-27-31-32-33-42-45-47-48-50-53-55-56-57-58-59-60-61-62-63-65
lucas_downsampled,5,spa,7.17,0.62,0.08,1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65||1-6-18-59-65
lucas_downsampled,10,spa,13.17,0.44,0.1,1-4-6-11-18-31-47-54-60-65||1-4-6-11-18-31-47-54-60-65||0-4-7-18-31-44-47-56-59-65||0-4-7-18-31-44-47-56-59-65||0-4-7-18-31-44-47-56-59-65||0-4-7-18-31-44-47-56-59-65||0-4-7-18-31-44-47-56-59-65||1-4-6-11-18-29-47-55-59-65||1-4-6-11-17-31-44-47-59-64||1-4-6-11-18-29-47-55-59-65
lucas_downsampled,15,spa,18.19,0.42,0.1,1-4-6-11-17-24-31-44-47-48-53-56-59-60-64||1-4-6-11-17-24-31-42-47-48-52-56-59-60-65||1-4-6-11-17-24-31-44-47-48-53-56-59-60-64||1-4-6-11-18-25-31-42-47-48-52-56-59-60-65||1-4-6-11-17-24-31-42-47-48-52-56-59-60-65||1-4-6-11-17-24-31-42-47-48-52-56-59-60-65||1-4-6-11-18-25-31-42-47-48-52-56-59-60-65||1-4-6-11-17-24-31-44-47-48-53-56-59-60-64||1-4-6-11-17-24-31-44-47-48-53-56-59-60-64||1-4-6-11-17-24-31-39-45-47-48-56-59-60-65
lucas_downsampled,20,spa,22.85,0.48,0.1,0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-3-4-6-10-18-24-31-39-45-47-48-50-53-56-57-59-60-62-65||0-1-4-6-8-11-17-24-31-44-47-48-50-53-56-57-59-60-64-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65||0-1-4-6-8-11-17-24-31-44-47-48-50-53-56-57-59-60-64-65||0-2-5-7-10-19-25-31-39-45-47-48-50-53-56-57-59-60-62-65
lucas_downsampled,25,spa,28.13,0.49,0.1,0-1-4-6-8-10-16-20-24-31-35-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-35-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-38-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-35-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-35-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-36-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-25-31-36-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-25-31-36-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-24-31-35-45-46-47-48-50-53-55-56-57-59-60-61-63-65||0-1-4-6-8-10-16-20-25-31-36-45-46-47-48-50-53-55-56-57-59-60-61-63-65
lucas_downsampled,30,spa,31.32,0.52,0.09,0-1-2-4-6-8-10-15-19-22-27-30-31-32-39-45-46-47-48-50-53-55-56-57-58-59-60-61-62-65||0-1-2-4-5-6-8-11-16-20-24-30-31-32-40-44-46-47-48-50-53-55-56-57-58-59-60-61-63-65||0-1-2-4-6-8-10-15-19-22-27-30-31-32-40-45-46-47-48-50-53-55-56-57-58-59-60-61-62-65||0-1-2-4-6-8-10-15-18-22-27-30-31-32-40-45-46-47-48-50-53-55-56-57-58-59-60-61-62-65||0-1-2-4-5-6-8-11-16-20-24-30-31-32-40-44-46-47-48-50-53-55-56-57-58-59-60-61-63-65||0-1-2-4-6-8-10-15-18-22-27-30-31-32-40-45-46-47-48-50-53-55-56-57-58-59-60-61-62-65||0-1-2-4-5-6-8-11-16-20-24-30-31-32-40-44-46-47-48-50-53-55-56-57-58-59-60-61-63-65||0-1-2-4-5-6-8-11-16-20-24-30-31-32-40-44-46-47-48-50-53-55-56-57-58-59-60-61-63-65||0-1-2-4-6-8-11-14-18-21-24-30-31-32-41-45-46-47-48-51-54-55-56-57-58-59-60-61-63-65||0-1-3-4-6-8-10-13-18-21-24-30-31-33-39-45-46-47-48-50-53-55-56-57-58-59-60-61-63-65
