899,0.8305706581207146,0.8381153314806653,0.05576189336732691,0.05350498899520216,4.77,5,7,10,18,17,27,21,26,25,31,34,47,54,59
900,0.8305910387657117,0.8382490761617374,0.0557585403852668,0.05348288281028303,4.78,5,7,10,18,17,27,21,26,25,31,34,47,54,59
901,0.8306024987632589,0.8380531883822574,0.05575665293930013,0.05351525988767498,4.78,5,7,10,18,17,27,21,26,25,31,34,47,54,59
902,0.8306156154877418,0.8382836783675022,0.05575449399024286,0.053477162179447646,4.79,5,7,10,18,17,27,21,26,25,31,34,47,54,59
903,0.8306183011084851,0.8380661486568349,0.055754053420735396,0.05351311710843796,4.79,5,7,10,18,17,27,21,26,25,31,34,47,54,59
904,0.8306167645414079,0.8384251162239043,0.05575430815803154,0.0534537704485116,4.8,5,7,10,18,17,27,21,26,25,31,34,47,54,59
905,0.8306005394048577,0.8380348915279457,0.05575697656565797,0.053518281386918894,4.8,5,7,10,18,17,27,21,26,25,31,34,47,54,59
906,0.8305789693119825,0.8384561018917011,0.05576052798053644,0.05344864785463051,4.81,5,7,10,18,17,27,21,26,25,31,34,47,54,59
907,0.8305367306539164,0.8377960577857231,0.05576747565606917,0.05355772577775601,4.81,5,7,10,18,17,27,21,26,25,31,34,47,54,59
908,0.8304713374302081,0.8384399678387096,0.05577823365962443,0.05345131375556761,4.82,5,7,10,18,17,27,21,26,25,31,34,47,54,59
909,0.8303640493234941,0.8374733228161679,0.05579588155895594,0.05361098178594753,4.83,5,7,10,18,17,27,21,26,25,31,34,47,54,59
910,0.8302223481242073,0.8384061279137682,0.05581918234111508,0.05345691084369093,4.83,5,7,10,18,17,27,21,26,25,31,34,47,54,59
911,0.8300516978861991,0.8369742719225853,0.0558472263356722,0.05369322658185345,4.84,5,7,10,18,17,27,21,26,25,31,34,47,54,59
912,0.8299598898770202,0.8382054648842373,0.05586230797170197,0.05349009150104578,4.84,5,7,10,18,17,27,21,26,25,31,34,47,54,59
913,0.8300212999162296,0.8368551123176085,0.05585222065065983,0.05371284264740303,4.85,5,7,10,18,17,27,21,26,25,31,34,47,54,59
914,0.8303002918360457,0.8383650383915632,0.055806367071831904,0.05346370714222093,4.85,5,7,10,18,17,27,21,26,25,31,34,47,54,59
915,0.8306514188796318,0.8378632031673546,0.05574860552240678,0.05354663905608526,4.86,5,7,10,18,17,27,21,26,25,31,34,47,54,59
916,0.8308609739361451,0.8384724984182144,0.05571409954661751,0.05344593390059066,4.86,5,7,10,18,17,27,21,26,25,31,34,47,54,59
917,0.8308167458755458,0.8385644198781579,0.05572138102275947,0.053430723623700944,4.87,5,7,10,18,17,27,21,26,25,31,34,47,54,59
918,0.83063771019839,0.8377727928144051,0.05575085866565129,0.05356156429196223,4.87,5,7,10,18,17,27,21,26,25,31,34,47,54,59
919,0.8305365926928908,0.838501742104089,0.05576749653119372,0.05344109592482877,4.88,5,7,10,18,17,27,21,26,25,31,34,47,54,59
920,0.8306063774520447,0.8376337021528762,0.05575601612065958,0.05358452225365275,4.88,5,7,10,18,17,27,21,26,25,31,34,47,54,59
921,0.830821315762667,0.8385788674056741,0.05572063098065624,0.05342833341716945,4.89,5,7,10,18,17,27,21,26,25,31,34,47,54,59
922,0.8309680879629118,0.8383756095151979,0.055696454996400226,0.05346196078720789,4.89,5,7,10,18,17,27,21,26,25,31,34,47,54,59
923,0.8309731362460012,0.8383433782623329,0.05569562310065183,0.053467288951264166,4.9,5,7,10,18,17,28,21,26,25,31,34,47,54,59
924,0.8308859582470667,0.8386452352267746,0.05570998305440782,0.053417348422226715,4.9,5,7,10,18,17,28,21,26,25,31,34,47,54,59
925,0.8308234586501324,0.8379066235799474,0.05572027789327409,0.053539468420408375,4.91,5,7,10,18,17,28,21,26,25,31,34,47,54,59
926,0.8308849188044078,0.8386064981091423,0.055710152317190294,0.05342376187658297,4.91,5,7,10,18,17,28,21,26,25,31,34,47,54,59
927,0.8310042619592592,0.8381865387711038,0.05569049349907338,0.05349322105889515,4.92,5,7,10,18,17,28,21,26,25,31,34,47,54,59
928,0.8310922026014292,0.838534222806953,0.05567600306217365,0.05343572157694566,4.92,5,7,10,18,17,28,21,26,25,31,34,47,54,59
929,0.8310974978229363,0.8386104578989978,0.05567513113231765,0.0534231059656971,4.93,5,7,10,18,17,28,21,26,25,31,34,47,54,59
930,0.8310484524198731,0.8382262459012741,0.05568321216523422,0.05348665704673049,4.94,5,7,10,18,17,28,21,26,25,31,34,47,54,59
931,0.8310379706402201,0.8386745002323386,0.055684939033370115,0.05341250349815785,4.94,5,7,10,18,17,28,21,26,25,31,34,47,54,59
932,0.8310841445588069,0.8382207280435611,0.055677330794838664,0.05348756682859682,4.95,5,7,10,18,17,28,21,26,25,31,34,47,54,59
933,0.8311627465841018,0.8386336784138293,0.055664376207772724,0.053419259681654625,4.95,5,7,10,18,17,28,21,26,25,31,34,47,54,59
934,0.831215289462516,0.8385254173165559,0.05565571304075117,0.053437176865163985,4.96,5,7,10,18,17,28,21,27,25,31,34,47,54,59
935,0.8312195769941818,0.8384185303796183,0.055655006040039964,0.053454861549859456,4.96,5,7,10,18,17,28,21,27,25,31,34,47,54,59
936,0.8312075194412185,0.8386707877337509,0.055656993149364044,0.05341311812824856,4.97,5,7,10,18,17,28,21,27,25,31,34,47,54,59
937,0.8312150050657319,0.8382793747660593,0.055655759058237636,0.053477874026436584,4.97,5,7,10,18,17,28,21,27,26,31,34,47,54,59
938,0.8312524584327848,0.8387177367852121,0.05564958610016051,0.05340534755001234,4.98,5,7,10,18,17,28,21,27,26,31,34,47,54,59
939,0.8312984327055487,0.8384800224476135,0.055642002318715425,0.05344469014045062,4.98,5,7,10,18,17,28,21,27,26,31,34,47,54,59
940,0.83132998629344,0.8386362298775003,0.05563680081614874,0.05341884125898343,4.99,5,7,10,18,17,28,21,27,26,31,34,47,54,59
941,0.8313421117558686,0.8386712133205644,0.05563479833817889,0.05341304838334578,4.99,5,7,10,18,17,28,21,27,26,31,34,47,54,59
942,0.831339468274282,0.8384582135935772,0.055635233574630676,0.053448297182928754,5.0,5,7,10,18,17,28,21,27,26,31,34,47,54,59
943,0.8313466080383223,0.8387705325103438,0.05563405759138892,0.05339660348023939,5.0,5,7,10,18,17,28,21,27,26,31,34,47,54,59
944,0.8313753678221015,0.8385375584161765,0.05562931574128392,0.053435168208450214,5.01,5,8,10,18,17,28,21,27,26,31,34,47,54,59
945,0.8314204460180935,0.8388548869297909,0.05562187779764284,0.0533826352864175,5.01,5,8,10,18,17,28,21,27,26,31,34,47,54,59
946,0.8314558444410847,0.8387803524422089,0.05561603808471185,0.053394979205880315,5.02,5,8,10,18,17,28,21,27,26,31,34,47,54,59
947,0.8314754065068528,0.838769936051956,0.05561281028133361,0.05339670376938563,5.03,5,8,10,18,17,28,21,27,26,31,34,47,54,59
948,0.8314851294799249,0.8388855198986939,0.0556112046829047,0.05337755820927218,5.03,5,8,10,18,17,28,21,27,26,31,34,47,54,59
949,0.8314890532442776,0.838663616523716,0.055610557825066215,0.053414305957140605,5.04,5,8,10,18,17,28,21,27,26,31,34,47,54,59
950,0.8315169967490657,0.8389478186535302,0.05560594796006725,0.05336723900118043,5.04,5,8,10,18,17,28,21,27,26,31,34,47,54,59
951,0.8315371653112585,0.8387750693695405,0.055602621167036195,0.053395853485870004,5.05,5,8,10,18,17,28,21,27,26,31,34,47,54,59
952,0.8315621520476879,0.838976100434565,0.05559849432715152,0.05336255096559667,5.05,5,8,10,18,17,28,21,27,26,31,34,47,54,59
953,0.8315900765249672,0.8389235317288143,0.055593885555874016,0.05337126135211732,5.06,5,8,10,18,17,28,21,27,26,31,34,47,54,59
954,0.8316037931293534,0.8388888092371343,0.05559162186223593,0.05337701514279316,5.06,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
955,0.8316162259515487,0.8390007203649941,0.055589569590374116,0.05335847559585596,5.07,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
956,0.8316268503637277,0.838850042752737,0.055587816722680414,0.05338343780424347,5.07,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
957,0.8316525962763667,0.8390783961959891,0.05558356940183833,0.05334559948379392,5.08,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
958,0.8316748917425547,0.8389029345696032,0.055579885195516474,0.05337467487744848,5.08,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
959,0.83171051395196,0.839077177594858,0.055574005458757916,0.053345800253671055,5.09,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
960,0.8317244083946475,0.8389673036742417,0.05557170953232058,0.053364006067715894,5.09,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
961,0.8317394129334501,0.8390217928504126,0.05556923124979477,0.05335498248573479,5.1,5,8,11,10,18,17,28,21,27,26,31,34,47,54,59
962,0.8317619301895098,0.8390716237354185,0.05556551466630473,0.05334672334892591,5.1,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
963,0.8317733166203449,0.8390257916609092,0.05556363323445763,0.05335431918352436,5.11,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
964,0.8317874315684951,0.83917505662595,0.055561301260022136,0.05332957692060093,5.11,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
965,0.8317954719648052,0.8390519289138225,0.055559974945184276,0.053349985697084296,5.12,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
966,0.8318188101183864,0.8391769488173162,0.055556119442642694,0.05332926039321154,5.13,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
967,0.831843161175091,0.8390666879905345,0.05555209602426686,0.05334754168242625,5.13,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
968,0.8318732345905054,0.8391450331667378,0.05554712921532405,0.05333455379393196,5.14,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
969,0.8318936642403993,0.8391531446031488,0.05554375488502397,0.053333209210784716,5.14,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
970,0.831907257306624,0.8391756970955583,0.055541510108280914,0.053329469956382956,5.15,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
971,0.8319208572258836,0.8392545098608568,0.05553926314471838,0.053316401243855914,5.15,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
972,0.8319316668572336,0.8391902214589293,0.05553747724689951,0.053327059930190775,5.16,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
973,0.8319547940440941,0.839271943316974,0.05553365372326816,0.05331350805370998,5.16,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
974,0.8319839615704816,0.8391903489074013,0.05552883621179845,0.05332704028279055,5.17,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
975,0.8320100646880296,0.8392904494103488,0.05552452147990201,0.05331044000886379,5.17,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
976,0.8320099032136627,0.8392499759922931,0.055524548736306426,0.05331715235585315,5.18,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
977,0.8320189358604987,0.8393216708995483,0.05552305590430146,0.05330526214626997,5.18,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
978,0.8320448244192467,0.8393029698587698,0.055518776369877676,0.05330836324627263,5.19,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
979,0.8320781811691479,0.8393259656486118,0.055513263440787934,0.05330455017812955,5.19,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
980,0.8321073884667286,0.8393503961554496,0.055508435770652294,0.05330049658322246,5.2,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
981,0.8321149223339197,0.8393395564274726,0.055507189987444874,0.053302294093573836,5.2,6,8,11,10,18,17,28,21,27,26,31,34,47,54,59
982,0.8321229980511395,0.8394206640085993,0.05550585608756014,0.053288838595647106,5.21,6,8,11,18,17,28,21,27,26,31,34,47,54,59
983,0.8321393855069723,0.8393832819118515,0.055503144145090486,0.05329504034213936,5.21,6,8,11,18,17,28,21,27,26,31,34,47,54,59
984,0.8321647518319406,0.839457965978503,0.05549895117508103,0.0532826492364959,5.22,6,8,11,18,17,28,21,27,26,31,34,47,54,59
985,0.8321859354931608,0.8393933210768085,0.05549545014854614,0.0532933758371507,5.23,6,8,11,18,17,28,21,27,26,31,34,47,54,59
986,0.832208474051606,0.839454369191495,0.05549172232987544,0.053283245700925304,5.23,6,8,11,18,17,28,21,27,26,31,34,47,54,59
987,0.8322229965287364,0.839376033991736,0.055489324394069714,0.053296243908505556,5.24,6,8,11,18,17,28,21,27,26,31,34,47,54,59
988,0.8322487606349871,0.83946258607704,0.05548506114119724,0.053281882343846815,5.24,6,8,11,18,17,28,21,27,26,31,34,47,54,59
989,0.832270791410124,0.8394106077269121,0.05548141655558525,0.05329050761143752,5.25,6,8,11,18,17,28,21,27,26,31,34,47,54,59
990,0.8322823284238657,0.8395074184580879,0.05547951128831193,0.05327444225669466,5.25,6,8,11,18,17,28,21,27,26,31,34,47,54,59
991,0.8323019042989526,0.8394592279113982,0.05547627134438768,0.053282437304303404,5.26,6,8,11,18,17,28,21,27,26,31,34,47,54,59
992,0.8323268062000111,0.8395401948034994,0.05547215189374428,0.05326900301572988,5.26,6,8,11,18,17,28,21,27,26,31,34,47,54,59
993,0.8323455746664586,0.8394480189857465,0.055469047938473515,0.05328429878299438,5.27,6,8,11,18,17,28,21,27,26,31,34,47,54,59
994,0.8323687231672658,0.8394889362219926,0.05546521759874385,0.053277508004362775,5.27,6,8,11,18,17,28,21,27,26,31,34,47,54,59
995,0.8323885300801114,0.8393955663039372,0.05546194113661423,0.05329300448380046,5.28,6,8,11,18,17,28,21,27,26,31,34,47,54,59
996,0.8324077630431237,0.8395071657726129,0.055458758941987533,0.05327448377548226,5.28,6,8,11,18,17,28,21,27,26,31,34,47,54,59
997,0.8324197914790521,0.839469006448021,0.05545676892801543,0.053280816104386314,5.29,6,8,11,18,17,28,21,27,26,31,34,47,54,59
998,0.8324425237863554,0.8395918674226898,0.055453007018753005,0.05326042453842719,5.29,6,8,11,18,17,28,21,27,26,31,34,47,54,59
999,0.8324627703939742,0.8394795145217933,0.05544965635344009,0.053279074679713045,5.3,6,8,11,18,17,28,21,27,26,31,34,47,54,59
1000,0.8324790358109162,0.8395041365770635,0.05544696265801032,0.053274986368765626,5.31,6,8,11,18,17,28,21,27,26,31,34,47,54,59
1001,0.8324956389821154,0.83939796128865,0.0554442163396408,0.05329260472994905,5.31,6,8,11,18,17,28,21,27,26,31,34,47,54,59
1002,0.8325105116447465,0.8394758542339653,0.055441755455635865,0.05327967992410176,5.32,6,8,11,18,17,29,21,27,26,31,34,47,54,59
1003,0.832532717220406,0.8394780475809172,0.05543808072413885,0.05327931284529294,5.32,6,8,11,18,17,29,21,27,31,34,47,54,59
1004,0.8325605505954838,0.8395583344978093,0.055433475416706485,0.053265989231706196,5.33,6,8,11,18,17,29,21,27,31,34,47,54,59
1005,0.8325816984866338,0.8395233428843983,0.055429972354864,0.053271798098835296,5.33,6,8,11,18,17,29,21,27,31,34,47,54,59
1006,0.8325975571204549,0.8394982016225765,0.05542734701351328,0.0532759675045997,5.34,6,8,11,18,17,29,21,27,31,34,47,54,59
1007,0.8326157676137678,0.8394838582337509,0.05542433506875315,0.05327835143642669,5.34,6,8,11,18,17,29,21,27,31,34,47,54,59
1008,0.832634999849059,0.8395423402715071,0.05542115071484569,0.053268646790536396,5.35,6,8,11,18,17,29,21,27,31,34,47,54,59
1009,0.8326551479439568,0.8396346581822686,0.05541781282823128,0.053253320294809996,5.35,6,8,11,18,17,29,21,27,31,34,47,54,59
1010,0.832677907265446,0.8396870756185371,0.0554140419718641,0.05324461466475828,5.36,6,8,11,18,17,29,21,27,31,34,47,54,59
1011,0.8327034589292165,0.8396715340018529,0.05540981284550455,0.053247196769301834,5.36,6,8,11,18,17,29,21,27,31,34,47,54,59
1012,0.8327126510476128,0.8396316088451847,0.05540828960866047,0.053253825273874046,5.37,6,8,11,18,17,29,21,27,31,34,47,54,59
1013,0.8327313540735287,0.8396196781000386,0.05540519258145798,0.05325580360892898,5.37,6,8,11,18,17,29,21,27,31,34,47,54,59
1014,0.8327516566614422,0.839682283636755,0.05540182851791046,0.05324541270366421,5.38,6,8,11,18,17,29,21,27,31,34,47,54,59
1015,0.8327715096587445,0.8397544430323816,0.055398544103901555,0.05323342774259102,5.38,6,8,11,18,17,29,21,27,31,34,47,54,59
1016,0.832790661846019,0.839787397388756,0.055395368775100366,0.05322794931671994,5.39,6,8,11,18,17,29,21,27,31,34,47,54,59
1017,0.8328105896920235,0.8397627198232304,0.05539206716478619,0.053232049987955166,5.39,6,8,11,18,17,29,21,27,31,34,47,54,59
1018,0.8328249500428697,0.8397430825462023,0.05538969013571218,0.05323531280306794,5.4,6,8,11,18,17,29,21,27,31,34,47,54,59
1019,0.8328382267212286,0.8397516971400447,0.05538749166081589,0.053233884799347334,5.4,6,8,11,18,17,29,21,27,31,34,47,54,59
1020,0.8328638244889316,0.8398403103845398,0.05538324789507575,0.05321916297507646,5.41,6,8,11,18,17,29,21,27,31,34,47,54,59
1021,0.8328811235646619,0.8398551666691965,0.055380382801494904,0.053216695451725554,5.42,6,8,11,18,17,29,21,27,31,33,34,47,54,59
1022,0.8329001481129397,0.839892917628744,0.05537722955578973,0.053210423314857695,5.42,6,8,11,18,17,29,21,27,31,33,34,47,54,59
1023,0.8329119475195452,0.8397627473801631,0.05537527445327954,0.0532320478010147,5.43,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1024,0.8329279905956035,0.8398476335857371,0.0553726170850038,0.05321794454034497,5.43,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1025,0.8329396690394619,0.8397413423494374,0.05537068074188405,0.05323560146072787,5.44,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1026,0.8329573334462002,0.8400084362656475,0.05536775192052717,0.053191221648391275,5.44,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1027,0.83297006881469,0.8397738929713718,0.05536564509177238,0.0532301976171889,5.45,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1028,0.8329620484042592,0.8401077090466924,0.055366971856552205,0.05317471689999993,5.45,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1029,0.8329280336213034,0.8395643576945844,0.05537261077780715,0.05326499042737256,5.46,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1030,0.8328737467570266,0.8400930306331358,0.05538160411042709,0.05317715791167118,5.46,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1031,0.8327810231805033,0.8391958645441912,0.05539696591888893,0.053326125579144366,5.47,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1032,0.8326301079603762,0.8400826535282677,0.05542195732311161,0.053178882971627116,5.47,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1033,0.8324072444743854,0.8386495862636526,0.05545884500638173,0.05341662923050425,5.48,6,8,11,18,17,29,21,28,27,31,33,34,47,54,59
1034,0.8321895024049095,0.8398826522810037,0.055494860678975515,0.053212127606568765,5.48,6,8,11,18,17,29,21,28,27,31,33,34,47,54,59
1035,0.8321090518257598,0.8382095215727581,0.05550816102962079,0.05348942116860122,5.49,6,8,11,18,17,29,21,28,27,31,33,34,47,54,59
1036,0.8322934086998788,0.8399115508307287,0.055477675203425156,0.05320732525841661,5.49,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1037,0.8327002949126965,0.839015908561295,0.05541033598891195,0.053355955604975684,5.5,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1038,0.8330952316356789,0.8402099183661401,0.0553448963256578,0.05315771865974361,5.5,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1039,0.8332284228069786,0.8400724334489627,0.055322807777354245,0.05318058389600599,5.51,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1040,0.8330961408805472,0.8395793045984257,0.05534474487692094,0.05326250972727011,5.52,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1041,0.8329018892777794,0.8401724705409667,0.0553769415504003,0.05316394665051688,5.52,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1042,0.8328150996789562,0.839100757926873,0.05539132107026955,0.05334189383451276,5.53,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1043,0.8329675296345034,0.8402328374007431,0.05536606352023039,0.053153905735682794,5.53,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1044,0.833207612204752,0.8397864372029831,0.0553262608121706,0.053228115536737015,5.54,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1045,0.833325095688034,0.8401384247988729,0.055306772855556206,0.05316961121104929,5.54,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1046,0.8332645538206468,0.8402394702068224,0.05531681653464528,0.05315280407602307,5.55,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1047,0.8331442732768608,0.8395056439124452,0.05533676378348705,0.05327473507271663,5.55,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1048,0.8331346805879485,0.840241731717648,0.05533835630759817,0.0531524273601252,5.56,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1049,0.833243639864554,0.8397043424030931,0.05532028677853171,0.05324174818527996,5.56,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1050,0.8333740725584113,0.8403108831451465,0.05529864523278071,0.053140920907548,5.57,6,8,11,18,17,29,21,28,27,31,34,47,54,59
1051,0.8334190578452216,0.8402338384785601,0.05529118175576634,0.053153741473762485,5.57,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1052,0.8333819324140039,0.8398788886969026,0.05529733998649371,0.0532127533020219,5.58,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1053,0.8333418743145158,0.840282197792093,0.05530399010546326,0.05314569420823096,5.58,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1054,0.833359546027114,0.8396942052276666,0.055301055646957815,0.05324343179604763,5.59,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1055,0.8334437838755949,0.8403043370171106,0.05528707799318668,0.053142011860323954,5.59,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1056,0.8335144450885512,0.840077700198721,0.05527534616362806,0.0531797060769616,5.6,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1057,0.8335293664800251,0.8401065013918356,0.05527286723014584,0.05317491831506989,5.6,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1058,0.8335078050729023,0.8402727095471424,0.055276449748208195,0.05314727134047641,5.61,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1059,0.8335002252055663,0.8398475654668363,0.0552777070495914,0.053217957665463785,5.61,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1060,0.8335325172767188,0.8403269838201065,0.055272346998045487,0.05313824381606648,5.62,6,8,11,18,17,29,22,28,27,31,34,47,54,59
1061,0.8335810317798917,0.8400233978638124,0.05526429225359731,0.05318873531902313,5.63,6,8,11,18,17,29,22,28,27,31,33,34,47,54,59
1062,0.8336341671203298,0.8402800754575844,0.05525546944471102,0.053146046876587374,5.63,6,8,11,18,29,22,28,27,31,34,47,54,59
1063,0.833653912278613,0.8402628787879917,0.05525219107939402,0.0531489075657161,5.64,6,8,11,18,29,22,28,27,31,34,47,54,59
1064,0.8336601795258525,0.8400516813325405,0.055251150220931175,0.05318403373771615,5.64,6,8,11,18,29,22,28,27,31,34,47,54,59
1065,0.8336752376657282,0.840308918994576,0.05524864702353572,0.05314124951013873,5.65,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1066,0.8337087102354824,0.8400162857336888,0.05524308817122087,0.05318991721543352,5.65,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1067,0.8337458810603184,0.8403353093281377,0.05523691335427223,0.05313685921174621,5.66,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1068,0.8337862154841138,0.840187589877719,0.05523021300240659,0.05316143057752911,5.66,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1069,0.8338120763703312,0.8401644122360855,0.05522591709912507,0.053165286755672836,5.67,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1070,0.8338240746904181,0.840232414220244,0.055223922910732616,0.05315397801076692,5.67,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1071,0.8338394511328707,0.8400211092097538,0.055221365775212285,0.053189113966472974,5.68,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1072,0.8338595650563138,0.8403027704313637,0.0552180263531778,0.053142272546527466,5.68,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1073,0.8338834744004283,0.8401446857828069,0.0552140520934386,0.05316856680518213,5.69,6,8,12,11,18,29,22,28,27,31,34,47,54,59
1074,0.8339193337334472,0.8402858562907648,0.055208093330398444,0.05314508524742301,5.69,6,8,12,11,18,29,22,28,31,34,47,54,59
1075,0.8339460428348964,0.8402547624620851,0.05520365019644812,0.053150259001590656,5.7,6,8,12,11,18,29,22,28,31,34,47,54,59
1076,0.8339662915066246,0.8401146475561143,0.055200284395141797,0.05317356531657979,5.7,6,8,12,11,18,29,22,28,31,34,47,54,59
1077,0.83397478975835,0.8402879978150174,0.05519887348129426,0.05314472819161786,5.71,6,8,12,11,18,29,22,28,31,34,47,54,59
1078,0.833997942707029,0.8401297850592279,0.05519502439241478,0.05317104531985177,5.71,6,8,12,11,18,29,22,28,31,34,47,54,59
1079,0.8340261903892294,0.8403898677176467,0.0551903270857842,0.05312777951977323,5.72,6,8,12,11,18,29,22,28,31,34,47,54,59
1080,0.8340517594263349,0.8403290643146977,0.055186076596265496,0.05313789766836876,5.72,6,8,12,11,18,29,22,28,31,34,47,54,59
1081,0.8340690657019416,0.8403997472793115,0.05518319704638627,0.05312613387861244,5.73,6,8,12,11,18,29,22,28,31,34,47,54,59
1082,0.8340881827680786,0.8404613332630332,0.05518001987414423,0.053115881985873484,5.74,6,8,12,11,18,29,22,28,31,34,47,54,59
1083,0.8341105022809938,0.8403341706762992,0.05517630872221125,0.05313704543436385,5.74,6,8,12,11,18,29,22,28,31,34,47,54,59
1084,0.8341306696010893,0.84050015473449,0.05517295391299396,0.05310942039224066,5.75,6,8,12,11,18,29,22,28,31,34,47,54,59
1085,0.8341554618217386,0.8403838627223501,0.055168832915318225,0.05312877871243741,5.75,6,8,12,11,18,29,22,28,31,34,47,54,59
1086,0.8341864112785492,0.8405772716847069,0.05516368176288762,0.053096578161772566,5.76,6,8,12,11,18,29,22,28,31,34,47,54,59
1087,0.8342159728651306,0.8405812616904903,0.05515876862203066,0.05309591382398646,5.76,6,8,12,11,18,29,22,28,31,34,47,54,59
1088,0.8342365064799533,0.8406178835492581,0.05515534942556338,0.05308981599877885,5.77,6,8,12,11,18,29,22,28,31,34,47,54,59
1089,0.8342601385518981,0.8406999587641051,0.05515141708756782,0.053076144326351146,5.77,6,8,12,11,18,29,22,28,31,34,47,54,59
1090,0.834283248989117,0.8406093498285111,0.05514757313032709,0.053091236913838075,5.78,6,8,12,11,18,29,22,28,31,34,47,54,59
1091,0.8343043684245081,0.8407864253357503,0.05514405823969696,0.053061738547797145,5.78,6,8,12,11,18,29,22,28,31,34,33,47,54,59
1092,0.834329426999493,0.8407136024700573,0.05513989074574339,0.05307387195225944,5.79,6,8,12,11,18,29,22,28,31,34,33,47,54,59
1093,0.8343645081453215,0.8408874783018895,0.055134050657394754,0.05304489503895822,5.79,6,8,12,11,18,30,22,28,31,34,47,54,59
1094,0.8343803451827805,0.8408113833269754,0.055131415447536726,0.0530575786369338,5.8,6,8,12,11,18,30,22,28,31,34,47,54,59
1095,0.8344002190836324,0.8408625954614235,0.05512810858773343,0.05304904277751485,5.8,6,8,12,11,18,30,22,28,31,34,47,54,59
1096,0.8344243889100632,0.8408711302150382,0.05512408349581991,0.05304762292680188,5.81,6,8,12,11,18,30,22,28,31,34,47,54,59
1097,0.8344502440416813,0.8408620309663758,0.0551197772090174,0.0530491371402804,5.81,6,8,12,11,18,30,22,28,31,34,47,54,59
