2275,0.8542903354484521,0.8569647653243353,0.051711529605171065,0.0502936261328538,12.04,7,14,24,21,22,23,29,31,34,47,54,59
2276,0.8542934129241893,0.8567505916513936,0.051710982549745425,0.050331265488477356,12.05,7,14,24,21,22,23,29,31,34,47,54,59
2277,0.8543039606142456,0.857109838120889,0.0517091117115272,0.05026811383699265,12.05,7,14,24,21,22,23,29,31,34,47,54,59
2278,0.8542994373218846,0.8566511409201647,0.05170991318600661,0.050348730100097515,12.06,7,14,24,21,22,23,29,31,34,47,54,59
2279,0.8542981280318089,0.8571558086309286,0.05171014507096878,0.05026002610545694,12.06,7,14,24,21,22,23,29,31,34,47,54,59
2280,0.8542859947207326,0.856469284298604,0.05171229952522526,0.05038066042842134,12.07,7,14,24,21,22,23,29,31,34,47,54,59
2281,0.8542648770919037,0.8573425540987203,0.05171604765648954,0.05022716383693459,12.07,7,14,24,21,22,23,29,31,34,47,54,59
2282,0.8542469021132949,0.8564129371919835,0.05171923729358694,0.05039054700564477,12.08,7,14,24,21,22,23,29,31,34,47,54,59
2283,0.8542460525480866,0.8573987079397031,0.05171938810430262,0.05021727523050651,12.08,7,14,24,21,22,23,29,31,34,47,54,59
2284,0.8542671341455563,0.856345430939371,0.0517156447172718,0.050402392632381575,12.09,7,14,24,21,22,23,29,31,34,47,54,59
2285,0.8543007417446953,0.8573417197542185,0.051709681300004584,0.050227309856619044,12.09,7,14,24,21,22,23,29,31,34,47,54,59
2286,0.8543415862529368,0.8565616396517666,0.05170243377546285,0.050364445846331166,12.1,7,14,24,21,22,23,29,31,34,47,54,59
2287,0.8543785654977897,0.8573728824929076,0.051695869825159835,0.05022182339679924,12.1,7,14,24,21,22,23,29,31,34,47,54,59
2288,0.8543934780721648,0.8566506431331818,0.05169322374328745,0.05034882027503294,12.11,7,14,24,21,22,23,29,31,34,47,54,59
2289,0.8544045433133997,0.857284841557462,0.051691259925177986,0.05023732162260847,12.12,7,14,24,21,22,23,29,31,34,47,54,59
2290,0.8544129398300646,0.8566651783292031,0.05168976674290153,0.05034626756828131,12.12,7,14,24,21,22,23,29,31,34,47,54,59
2291,0.8544264277662087,0.8573738810418492,0.05168737260648257,0.050221649544803064,12.13,7,14,24,21,22,23,29,31,34,47,54,59
2292,0.8544388122502493,0.8567428277832847,0.05168517431772054,0.05033262781656352,12.13,7,14,24,21,22,23,29,31,34,47,54,59
2293,0.8544462254347183,0.8573423036667502,0.05168385890350356,0.050227205556887755,12.14,7,14,24,21,22,23,29,31,34,47,54,59
2294,0.8544662879786109,0.8567201553066535,0.051680297656937386,0.05033661281929605,12.14,7,14,24,21,22,23,29,31,34,47,54,59
2295,0.8544887864058284,0.8573248525773933,0.05167630363308167,0.05023027883147117,12.15,7,14,24,21,22,23,29,31,34,47,54,59
2296,0.8544963943903465,0.8568114167609979,0.051674951947653106,0.05032057606255385,12.15,7,14,24,21,22,23,29,31,34,47,54,59
2297,0.8545104468966398,0.8573678922374818,0.051672455742291644,0.05022270191968206,12.16,7,14,24,21,22,23,29,31,34,47,54,59
2298,0.8545033442543206,0.8567510206641193,0.0516737173774012,0.05033118684702068,12.16,7,14,24,21,22,23,29,31,34,47,54,59
2299,0.8545063105853775,0.8574168897600909,0.05167318794499016,0.05021407596768261,12.17,7,14,24,21,22,23,29,31,34,47,54,59
2300,0.854497710551073,0.8566667120414885,0.05167471990476544,0.05034599934157937,12.18,7,14,24,21,22,23,29,31,34,47,54,59
2301,0.8544736467346624,0.8575854176416452,0.051678991129242534,0.050184389606916485,12.18,7,14,24,21,22,23,29,31,34,47,54,59
2302,0.8544752220103512,0.8566064751736937,0.051678714051020654,0.05035657702720695,12.19,7,14,24,21,22,23,29,31,34,47,54,59
2303,0.8544804846256262,0.8576011063767734,0.051677776929928004,0.05018162670661639,12.19,7,14,24,21,22,23,29,31,34,47,54,59
2304,0.8545112905147012,0.8566564021731671,0.05167230704755312,0.05034780753186426,12.2,7,14,24,21,22,23,29,31,34,47,54,59
2305,0.8545455529450372,0.857538773722651,0.05166622146091292,0.05019260549481974,12.2,7,14,24,21,22,23,29,31,34,47,54,59
2306,0.8545902332333164,0.8568399857001597,0.05165828501335627,0.050315555574499404,12.21,7,14,24,21,22,23,29,31,34,47,54,59
2307,0.8546195884574889,0.8574712143541234,0.051653072253665396,0.050204507100676136,12.22,7,14,24,21,22,23,29,31,34,47,54,59
2308,0.8546390427783783,0.8569455211009196,0.05164961256586897,0.05029701012975121,12.23,7,14,24,21,22,23,29,31,34,47,54,59
2309,0.8546552817220889,0.857435498050173,0.051646729691347704,0.05021079998953131,12.24,7,14,24,21,22,23,29,31,34,47,54,59
2310,0.854668980758378,0.856991977835976,0.05164429523883533,0.050288843707938694,12.25,7,14,24,21,22,29,31,34,47,54,59
2311,0.8546739782350308,0.8575048465067459,0.05164340708592328,0.05019858447962401,12.26,7,14,24,21,22,29,31,34,47,54,59
2312,0.8546740142382275,0.8569912390600875,0.0516434025774939,0.05028896871418465,12.27,7,14,24,21,22,29,31,34,33,47,54,59
2313,0.8546863510840299,0.8575018427508514,0.05164120917992556,0.05019911323066078,12.28,7,14,24,21,22,29,31,34,33,47,54,59
2314,0.8546937805182341,0.8569675064181345,0.0516398881370559,0.05029314467019729,12.29,7,14,24,21,22,29,31,34,33,47,54,59
2315,0.8547170082909448,0.8575218703319423,0.051635762478438915,0.050195585799308134,12.29,7,14,24,21,22,29,31,34,47,54,59
2316,0.8547397166701481,0.8570820486897961,0.051631726679219433,0.050273000123196965,12.3,7,14,24,21,22,29,31,34,47,54,59
2317,0.8547514139120916,0.857549672505395,0.05162964778132978,0.05019068733755603,12.31,7,14,24,21,22,29,31,34,47,54,59
2318,0.8547484719220279,0.8570476945801989,0.05163016864104605,0.05027904595552249,12.31,7,14,24,21,22,29,31,34,47,54,59
2319,0.8547448628119066,0.8575830301423661,0.051630811252935935,0.050184811799945335,12.32,7,14,24,21,22,29,31,34,47,54,59
2320,0.8547522125779818,0.8570085875895044,0.05162950347294633,0.050285919862110014,12.33,7,14,24,21,22,29,31,34,47,54,59
2321,0.8547611722324528,0.8577030363879141,0.051627913799215254,0.05016366066435327,12.33,7,14,24,21,22,29,31,34,47,54,59
2322,0.8547475000484573,0.8568899787529418,0.051630342259783794,0.05030677198595859,12.34,7,14,24,21,22,29,31,34,47,54,59
2323,0.8547248009869914,0.85777880843174,0.05163437591260219,0.0501503055197553,12.35,7,14,24,21,22,29,31,34,47,54,59
2324,0.854720961392615,0.8567792485945216,0.05163505905457009,0.05032622987429475,12.35,7,14,24,21,22,29,31,34,47,54,59
2325,0.8547115022493013,0.857875523357631,0.05163673868863585,0.05013325014216132,12.36,7,14,24,21,22,29,31,34,47,54,59
2326,0.8547168628031986,0.8567599775286762,0.05163578502391725,0.05032961630514052,12.36,7,14,24,21,22,29,31,34,47,54,59
2327,0.8547275421360901,0.8578531947019862,0.0516338889147901,0.05013718829958611,12.37,7,14,24,21,22,29,31,34,47,54,59
2328,0.8547552682154209,0.8568016115273918,0.05162896231291599,0.05032230188422856,12.37,7,14,24,21,22,29,31,34,47,54,59
2329,0.8547869520077647,0.8578319398806649,0.05162333165721965,0.05014093808533757,12.38,7,14,24,21,22,29,31,34,47,54,59
2330,0.8548454169878876,0.8570722176596803,0.05161293689526586,0.05027473220921634,12.39,7,14,24,21,22,29,31,34,47,54,59
2331,0.8548850640991448,0.8577628632433874,0.05160588783456087,0.05015311424830586,12.39,7,14,24,21,23,29,31,34,47,54,59
2332,0.8549110820345769,0.8572176255078663,0.05160126538375227,0.05024915240160675,12.4,7,14,24,21,23,29,31,34,47,54,59
2333,0.8549353488212409,0.8575796205119162,0.05159694711271663,0.05018541260697812,12.4,7,14,24,21,23,29,31,34,47,54,59
2334,0.8549586217341425,0.857353828317131,0.05159280673816237,0.050225177463505875,12.41,7,14,24,21,23,29,31,34,47,54,59
2335,0.8549725425900917,0.8575973211236627,0.05159033363660219,0.05018229482743458,12.41,7,14,24,21,23,29,31,34,47,54,59
2336,0.8549848208947562,0.857458415970756,0.051588147009194146,0.05020676558262601,12.42,7,14,24,21,23,29,31,34,47,54,59
2337,0.8549902849773546,0.8575469404460716,0.051587174392816015,0.05019116978304239,12.43,7,14,24,21,23,29,31,34,47,54,59
2338,0.8549976945757428,0.8574551438701008,0.051585856479648744,0.05020733830265992,12.43,7,14,24,21,23,29,31,34,47,54,59
2339,0.855004047515995,0.8575872602263568,0.05158472810257985,0.05018406484063119,12.44,7,14,24,21,23,29,31,34,47,54,59
2340,0.8550110198883174,0.8575495531647604,0.05158348685929521,0.050190708212697104,12.44,7,14,24,21,23,29,31,34,47,54,59
2341,0.8550295865713752,0.8575868483917227,0.05158018049280294,0.050184139073110264,12.45,7,14,24,21,23,29,31,34,47,54,59
2342,0.8550418758568201,0.8575626411474923,0.05157799794910341,0.050188404936428815,12.46,7,14,24,21,23,29,31,34,47,54,59
2343,0.855047545038112,0.8575173510331817,0.05157698902747234,0.05019638360955021,12.46,7,14,24,21,23,29,31,34,47,54,59
2344,0.855053948055554,0.857676030866966,0.05157585142773312,0.050168424856275935,12.47,7,14,24,21,23,29,31,34,47,54,59
2345,0.8550631350680188,0.8575033812458943,0.051574214955527456,0.050198844217671366,12.47,7,14,24,21,23,29,31,34,47,54,59
2346,0.8550781278173167,0.8577595582845063,0.05157154908754241,0.0501536991868578,12.48,7,14,24,21,23,29,31,34,47,54,59
2347,0.8550794031969968,0.8574122203994899,0.05157132109412932,0.05021489666758316,12.49,7,14,24,21,23,29,31,34,47,54,59
2348,0.8550889701718691,0.8578760608512644,0.05156961675500244,0.05013315725735585,12.49,7,14,24,21,23,29,31,34,47,54,59
2349,0.8550732702778003,0.8573162384184566,0.05157241139014805,0.05023179685775668,12.5,7,14,24,21,23,29,31,34,47,54,59
2350,0.8550589743680307,0.8579992460474811,0.051574953067350694,0.05011142444850378,12.5,7,14,24,21,23,29,31,34,47,54,59
2351,0.8550442373774181,0.8571347853696771,0.05157757813176183,0.05026372735372668,12.51,7,14,25,21,23,24,29,31,34,47,54,59
2352,0.8550307114766161,0.8581030510381881,0.05157998413536137,0.050093105548204286,12.51,7,14,25,21,23,24,29,31,34,47,54,59
2353,0.8550268567212399,0.8570645109231556,0.05158067251161471,0.05027608680709898,12.52,7,14,25,21,23,24,29,31,34,47,54,59
2354,0.8550221962116382,0.8581297378581625,0.051581500807912385,0.05008839462139757,12.52,7,14,25,21,23,24,29,31,34,47,54,59
2355,0.855038103805929,0.8570213230234813,0.05157867055256004,0.0502836811415606,12.53,7,14,25,21,23,24,29,31,34,47,54,59
2356,0.8550386031486914,0.8581253045062822,0.05157857801367865,0.05008917554567171,12.53,7,14,25,21,23,24,29,31,34,47,54,59
2357,0.8550223983407745,0.8569791152839352,0.05158146244025778,0.05029110071731427,12.54,7,14,25,21,23,24,29,31,34,47,54,59
2358,0.855003173220447,0.8582223930677165,0.051584881563311355,0.05007203657241691,12.54,7,14,25,21,23,24,29,31,34,47,54,59
2359,0.8549685730295037,0.8568089292277101,0.051591035413781954,0.05032101562060887,12.55,7,14,25,21,23,24,29,31,34,47,54,59
2360,0.8549370864606917,0.8582755438370194,0.051596635750053056,0.050062647516590474,12.55,7,14,25,21,23,24,29,31,34,47,54,59
2361,0.8549550170682669,0.8567330195921039,0.0515934475590086,0.05033435091217752,12.56,7,14,25,21,23,24,29,31,34,47,54,59
2362,0.8550195554181604,0.8582576448604615,0.051581967988240836,0.05006580995096106,12.56,7,14,25,21,23,24,29,31,34,47,54,59
2363,0.8551259703821621,0.8571353433893741,0.05156303363942946,0.05026362544565852,12.57,7,14,25,21,23,24,29,31,34,47,54,59
2364,0.8552142871918265,0.858115331312269,0.05154731519672445,0.050090937228934,12.58,7,14,25,21,23,24,29,31,34,47,54,59
2365,0.8552690251799878,0.8575957342624498,0.05153757372465627,0.0501825732084835,12.58,7,14,25,21,23,24,29,31,34,47,54,59
2366,0.855306211166124,0.857812836898727,0.05153094811030109,0.050144304527143996,12.59,7,14,25,21,23,24,29,31,34,47,54,59
2367,0.8553021006027676,0.857992873696384,0.05153168006454949,0.05011254883050383,12.59,7,14,25,21,23,24,29,31,34,47,54,59
2368,0.8552756417322198,0.8575133110069488,0.05153639459477538,0.05019709327893478,12.6,7,14,25,21,23,24,29,31,34,47,54,59
2369,0.8552277201631973,0.8581928798829072,0.051544923477863755,0.050077246529555565,12.6,7,14,25,21,23,24,29,31,34,47,54,59
2370,0.855176185952507,0.857121307581389,0.051554096776234494,0.05026609665806795,12.61,7,14,25,21,23,24,29,31,34,47,54,59
2371,0.8551580063717742,0.8582428300350566,0.05155733256022569,0.05006842810944344,12.61,7,14,25,21,23,24,29,31,34,47,54,59
2372,0.8551728095322497,0.8571059783038296,0.05155469969067037,0.05026879238759812,12.62,7,14,25,21,23,24,29,31,34,47,54,59
2373,0.8552124644963648,0.8583347981554408,0.05154763814931293,0.050052184480845426,12.62,7,14,25,21,23,24,29,31,34,47,54,59
2374,0.8552685031331793,0.8573682632922519,0.05153766181948385,0.050222637016142574,12.63,7,15,25,21,23,24,29,31,34,33,47,54,59
2375,0.8553304894340162,0.858175740190494,0.05152662394621435,0.050080273216905696,12.63,7,15,25,21,23,24,29,31,34,47,54,59
2376,0.8553742481239403,0.8576103244351473,0.051518833209179646,0.05018000508471757,12.64,7,15,25,21,23,24,29,31,34,47,54,59
2377,0.8554169035729922,0.858003790693237,0.051511233394092436,0.05011062296246218,12.64,7,15,25,21,23,24,29,31,34,47,54,59
2378,0.8554312215177485,0.8578968368520208,0.05150868405244519,0.0501294904921688,12.65,7,15,25,21,23,24,29,31,34,47,54,59
2379,0.8554348582622074,0.8578810484049989,0.05150803539662422,0.050132274843120606,12.66,7,15,25,21,23,24,29,31,34,47,54,59
2380,0.855436211126085,0.8581074056493067,0.0515077958213285,0.05009233630527215,12.66,7,15,25,21,23,24,29,31,34,47,54,59
2381,0.8554355633638314,0.8577490609071483,0.05150790882868231,0.05015554912618157,12.67,7,15,25,21,23,24,29,31,34,47,54,59
2382,0.8554370648062901,0.8582159011283825,0.05150764213092944,0.050073182762999775,12.68,7,15,25,21,23,24,29,31,34,47,54,59
2383,0.8554238100269229,0.8576099025083456,0.051510003940113576,0.05018007700325135,12.68,7,15,25,21,23,24,29,31,34,47,54,59
2384,0.8554145073017609,0.8583104164660037,0.05151166279206058,0.05005648949762645,12.69,7,15,25,21,23,24,29,31,34,47,54,59
2385,0.8554046162847363,0.8574810403237161,0.051513423286308244,0.05020277722956844,12.69,7,15,25,21,23,24,29,31,34,47,54,59
2386,0.8553910423537635,0.8583780360571368,0.051515841325393046,0.05004454338527009,12.7,7,15,25,21,23,24,29,31,34,47,54,59
2387,0.8553855885439763,0.8573984089259098,0.051516813028756395,0.05021732854982677,12.71,7,15,25,21,23,24,29,31,34,47,54,59
2388,0.855382281343071,0.8584462407847012,0.05151740282116169,0.050032492041732775,12.71,7,15,25,21,23,24,29,31,34,47,54,59
2389,0.855400987737852,0.8573960911462412,0.05151406961441164,0.05021773887487541,12.72,7,15,25,21,23,24,29,31,34,47,54,59
2390,0.8554337760336856,0.8584511205869763,0.05150822976821517,0.050031628793566756,12.72,7,15,25,21,23,24,29,31,34,47,54,59
2391,0.855451352204379,0.8574436172008646,0.05150509713206202,0.05020936943521182,12.73,7,15,25,21,23,24,29,31,34,47,54,59
2392,0.855475682641214,0.8584099031058084,0.05150076401607319,0.05003891358215662,12.73,7,15,25,21,23,24,29,31,34,47,54,59
2393,0.855490209617097,0.8575493035177648,0.05149817346587771,0.05019075460186839,12.74,7,15,25,21,23,24,29,31,34,47,54,59
2394,0.8555229261486862,0.8583753331317707,0.051492345381836044,0.05004502026098231,12.74,7,15,25,21,23,24,29,31,34,47,54,59
2395,0.8555520417875826,0.8577431346305188,0.051487156520778135,0.050156595924854205,12.75,7,15,25,21,23,24,29,31,34,47,54,59
2396,0.8555854553333626,0.8582747483704397,0.05148120055592839,0.05006278936535244,12.76,7,15,25,21,23,24,29,31,34,47,54,59
2397,0.8556174726961201,0.8579716285336505,0.05147549493657912,0.050116298136918376,12.76,7,15,25,21,23,24,29,31,34,47,54,59
2398,0.8556377722837281,0.8581425072205808,0.05147187403918079,0.05008614009907835,12.77,7,15,25,21,23,24,29,31,34,47,54,59
2399,0.8556476918343604,0.8581888554454933,0.051470107600165356,0.05007795556258462,12.77,7,15,25,21,23,24,29,31,34,47,54,59
2400,0.855647061697316,0.8579925995417144,0.051470216166667644,0.05011259761510221,12.78,7,15,25,21,23,24,29,31,34,47,54,59
2401,0.8556455448071217,0.8583162507275104,0.05147048984370925,0.05005545921126734,12.78,7,15,25,21,23,24,29,31,34,47,54,59
2402,0.855639177569312,0.8578403724440825,0.051471625248621124,0.05013944749201401,12.79,7,15,25,21,23,24,29,31,34,47,54,59
2403,0.8556227765114933,0.8584485442651892,0.05147454733094884,0.050032082524244084,12.79,7,15,25,21,23,24,29,31,34,47,54,59
2404,0.8556034132186687,0.8576347768354567,0.051477998431255154,0.050175694424356224,12.8,7,15,25,21,23,24,29,31,34,47,54,59
2405,0.8555757554225838,0.858599221150109,0.05148292817324471,0.05000544970958105,12.8,7,15,25,22,23,24,29,31,34,47,54,59
2406,0.855529440562019,0.857389357362683,0.05149118330327488,0.050218925784954065,12.81,7,15,25,22,23,24,29,31,34,47,54,59
2407,0.8554809741378104,0.8587115840217823,0.05149981913589805,0.049985573501593536,12.81,7,15,25,22,23,24,29,31,34,47,54,59
2408,0.8554581985486691,0.8572198165278271,0.0515038765728908,0.05024876550087984,12.82,7,15,25,22,23,24,29,31,34,47,54,59
2409,0.8555018490947977,0.8586468972271315,0.051496102740421476,0.04999701679166593,12.82,7,15,25,22,23,24,29,31,34,47,54,59
2410,0.8555736689317885,0.8574531817591191,0.0514833012767021,0.05020768610516014,12.83,7,15,25,22,23,24,29,31,34,47,54,59
2411,0.8556409491442394,0.858583128283355,0.051471306342599624,0.05000829450905104,12.83,7,15,25,22,23,24,29,31,34,47,54,59
2412,0.8557020065400951,0.8578692879200063,0.05146042164184504,0.050134350814003865,12.84,7,15,25,22,23,24,29,31,34,47,54,59
2413,0.855751872762454,0.8583946082573501,0.05145152804627157,0.05004161689724328,12.85,7,15,25,22,23,24,29,31,34,47,54,59
2414,0.8557746232626634,0.8581714296413,0.05144747100637891,0.05008103334697076,12.85,7,15,25,22,23,24,29,31,34,47,54,59
2415,0.8557972692889055,0.8581712939467171,0.051443431750353485,0.05008105891689469,12.86,7,15,25,22,23,24,29,31,34,47,54,59
2416,0.8557918154838262,0.8584720217271326,0.05144440482141909,0.05002793364386676,12.86,7,15,25,22,23,24,29,31,34,47,54,59
2417,0.8557721344305473,0.8579802924822474,0.05144791677598811,0.050114767320165426,12.87,7,15,25,22,23,24,29,31,34,47,54,59
2418,0.8557460497553205,0.8586227307251535,0.05145256657895413,0.050001289306349186,12.87,7,15,25,22,23,24,29,31,34,47,54,59
2419,0.8557223757628102,0.8577205315504336,0.05145679063421473,0.05016057866645491,12.88,7,15,25,22,23,24,29,31,34,47,54,59
2420,0.8557106300592504,0.8587103804228237,0.051458881039992944,0.04998578776714863,12.88,7,15,25,22,23,24,29,31,34,47,54,59
2421,0.8556895219984461,0.857579766932633,0.05146264989038626,0.05018538709022337,12.89,7,15,25,22,23,24,29,31,34,47,54,59
2422,0.8556676711563264,0.8588185433844642,0.05146654513476541,0.04996665162850928,12.89,7,15,25,22,23,24,29,31,34,47,54,59
2423,0.8556721218173073,0.8574957837137731,0.05146575118030361,0.050200179992115394,12.9,7,15,25,22,23,24,29,31,34,47,54,59
2424,0.8556629487588786,0.8588060805131654,0.05146738657740729,0.049968857957575434,12.9,7,15,25,22,23,24,29,31,34,47,54,59
2425,0.855686343134914,0.8574675546787386,0.05146321315824288,0.050205151729088286,12.91,7,15,25,22,23,24,29,31,34,47,54,59
2426,0.8557090840350734,0.8587896251851487,0.051459161564175904,0.04997177239922115,12.91,7,15,25,22,23,24,29,31,34,47,54,59
2427,0.8557576904537247,0.8576751395084485,0.05145048949262614,0.050168582649339155,12.92,7,15,25,22,23,24,29,31,34,47,54,59
2428,0.8558280181228806,0.8586549068971316,0.051437948263939375,0.04999560107684258,12.92,7,15,25,22,23,24,29,31,34,47,54,59
2429,0.8558890917293354,0.858046567251644,0.051427051975445316,0.05010307442587541,12.93,7,15,25,22,23,24,29,31,34,47,54,59
2430,0.855938539258678,0.8584294296333176,0.05141822732296584,0.05003546094328857,12.94,7,15,25,22,23,24,29,31,34,47,54,59
2431,0.8559516946588266,0.8584547562301345,0.05141588167569788,0.05003098425624831,12.94,7,15,25,22,23,24,29,31,34,47,54,59
2432,0.8559309256409441,0.858117921898865,0.05141958802103559,0.05009048170727499,12.95,7,15,25,22,23,24,29,31,34,47,54,59
2433,0.8558980673218151,0.8586937934607687,0.051425451515957454,0.04998872218124234,12.95,7,15,25,22,23,24,29,31,34,47,54,59
2434,0.8558671476307708,0.8578187438721251,0.05143096576060021,0.050143264436837344,12.96,7,15,25,22,23,24,29,31,34,47,54,59
2435,0.8558360847232606,0.8588914366033985,0.05143650883676243,0.04995375185630747,12.96,7,15,25,22,23,24,29,31,34,47,54,59
2436,0.8557912192054271,0.8575810094891392,0.051444513442163525,0.05018516671771064,12.97,7,15,25,22,23,24,29,31,34,47,54,59
2437,0.8557677578250503,0.8589371917526388,0.05144869516645117,0.049945652844215024,12.97,7,15,25,22,23,24,29,31,34,47,54,59
2438,0.8557910407124225,0.8575713366555476,0.05144454512317078,0.05018687167982775,12.98,7,15,25,22,23,24,29,31,34,47,54,59
2439,0.8558327790380158,0.8589560507065908,0.05143709728670242,0.049942314969904346,12.98,7,15,25,22,23,24,29,31,34,47,54,59
2440,0.8559258352225204,0.8579245187253842,0.05142049362375364,0.05012460879639343,12.99,7,15,25,22,23,24,29,31,34,47,54,59
2441,0.8560043405791833,0.8587462539484582,0.05140648216409637,0.04997944325449327,12.99,7,15,25,22,23,24,29,31,34,47,54,59
2442,0.8560504516783141,0.8583321616537657,0.05139825193456019,0.050052647328614606,13.0,7,15,25,22,23,24,29,31,34,47,54,59
2443,0.8560661133770822,0.858424105589058,0.05139545688982881,0.05003640323022865,13.0,7,15,25,22,23,24,29,31,34,47,54,59
2444,0.8560576587262126,0.8587189145128571,0.05139696315243033,0.04998428090185936,13.01,7,15,25,22,23,24,29,31,34,47,54,59
2445,0.8560312193591106,0.8581664320390403,0.051401685509176634,0.050081914339553175,13.01,7,15,25,22,23,24,29,31,34,47,54,59
2446,0.8559935503966111,0.8588845944431839,0.05140840930592298,0.049954961351457355,13.02,7,15,25,22,23,24,29,31,34,47,54,59
2447,0.8559634121604076,0.8578090006216188,0.05141378725734942,0.05014498243153447,13.03,7,15,25,22,23,24,29,31,34,47,54,59
2448,0.8559490029546648,0.8589317946522662,0.051416357153385855,0.04994660847944275,13.03,7,15,25,22,23,24,29,31,34,47,54,59
2449,0.8559395409639395,0.8577215263790976,0.05141804845980973,0.05016040460218934,13.04,7,15,25,22,23,24,29,31,34,47,54,59
2450,0.855934636483653,0.8590431325891178,0.05141892465692409,0.04992689305219544,13.04,7,15,25,22,23,24,29,31,34,47,54,59
2451,0.8559741476683504,0.857829136182768,0.051411873903312436,0.05014143261819265,13.05,7,15,25,22,23,24,29,31,34,47,54,59
2452,0.8560443545193367,0.8588806848223227,0.051399341371929246,0.04995565347712672,13.05,7,15,25,22,23,24,29,31,34,47,54,59
2453,0.8561047508941035,0.8581442092857383,0.051388556963332624,0.05008584026320686,13.06,7,15,25,22,23,24,29,31,34,47,54,59
2454,0.8561557228951457,0.858693949886148,0.05137945380448765,0.04998869423525389,13.06,7,15,25,22,23,24,29,31,34,47,54,59
2455,0.8561691959124229,0.8586760645471818,0.051377049739495195,0.04999185901914863,13.07,7,15,25,22,23,24,29,31,34,47,54,59
2456,0.8561644621494342,0.8583873486603446,0.05137789491371408,0.05004289871075732,13.07,7,15,25,22,23,24,29,31,34,47,54,59
2457,0.8561246503979766,0.8588874767579024,0.05138500470297178,0.04995445332045264,13.08,7,15,25,22,23,24,29,31,34,47,54,59
2458,0.8560720240208989,0.8579774445217936,0.0513944013471731,0.05011527140307626,13.08,7,15,25,22,23,24,29,31,34,47,54,59
2459,0.8560361485520007,0.8590687197606746,0.05140080448848946,0.049922362322958456,13.09,7,15,25,22,23,24,29,31,34,47,54,59
2460,0.8560267877650671,0.8578847168547619,0.051402475923625845,0.05013162927760525,13.09,7,15,25,22,23,24,29,31,34,47,54,59
2461,0.8560496520364484,0.859099718376764,0.05139839462725534,0.04991687033197231,13.1,7,15,25,22,23,24,29,31,34,47,54,59
2462,0.856107378217278,0.8579986253086668,0.05138808802466234,0.050111535958589394,13.1,7,15,25,22,23,24,29,31,34,47,54,59
2463,0.8561774565629569,0.8589377309910502,0.05137557235063081,0.049945557279686595,13.11,7,15,25,22,23,24,29,31,34,47,54,59
2464,0.8562262055024394,0.8583973880966667,0.051366865769890836,0.05004112603074248,13.12,7,15,25,22,23,24,29,31,34,47,54,59
2465,0.8562567677798897,0.858779050055632,0.05136140584136518,0.04997364072084173,13.12,7,15,25,22,23,24,29,31,34,47,54,59
2466,0.8562751026654297,0.8587325107803694,0.05135812824559222,0.049981874947035425,13.13,7,15,25,22,23,24,29,31,34,47,54,59
2467,0.8562691388024974,0.8585091071562272,0.05135919586718486,0.050021380364626146,13.13,7,15,25,22,23,24,29,31,34,47,54,59
2468,0.8562563116633137,0.8589230552937412,0.0513614874385915,0.04994815610356531,13.14,7,15,25,22,23,24,29,31,34,47,54,59
2469,0.8562424857554681,0.8583394074553494,0.05136395795989806,0.05005136809067921,13.14,7,15,25,22,23,24,29,31,34,47,54,59
2470,0.8562439094497216,0.8590440144078968,0.05136370184715508,0.049926736826997185,13.15,7,16,25,22,23,24,29,31,34,47,54,59
2471,0.8562508195045049,0.8582588792439644,0.051362466595196256,0.05006559137736463,13.15,7,16,26,22,23,24,29,31,34,47,54,59
2472,0.856263609585154,0.8590377178113041,0.05136018413405945,0.049927851378162705,13.16,7,16,26,22,23,24,29,31,34,47,54,59
2473,0.8562626239355687,0.8582742817304341,0.05136036093209136,0.05006287075380489,13.16,7,16,26,22,23,24,29,31,34,47,54,59
2474,0.8562705873323238,0.8590711161390294,0.05135893746399434,0.04992193791037761,13.17,7,16,26,22,23,24,29,31,34,47,54,59
2475,0.856287331292583,0.8583501967739418,0.05135594533236496,0.05004946080249881,13.18,7,16,26,22,23,24,29,31,34,47,54,59
2476,0.8563131745970393,0.859054860767961,0.05135132758712024,0.04992481545025346,13.18,7,16,26,22,23,24,29,31,34,47,54,59
2477,0.8563225917677426,0.8584004925394603,0.05134964541866034,0.05004057699899903,13.19,7,16,26,22,23,24,29,31,34,47,54,59
2478,0.856336316911412,0.8590053966706557,0.051347190079254264,0.049933577633699724,13.19,7,16,26,22,23,24,29,31,34,47,54,59
2479,0.856354014263198,0.8585026252216434,0.05134402947877985,0.05002252771591943,13.2,7,16,26,22,23,24,29,31,34,47,54,59
2480,0.856376805020127,0.8589641167761328,0.05133995714140996,0.0499408860490938,13.2,7,16,26,22,23,24,29,31,34,47,54,59
2481,0.8563941183048553,0.8586401948454757,0.051336859590576635,0.04999820661308795,13.21,7,16,26,22,23,24,29,31,34,47,54,59
2482,0.8564022301131047,0.8588839521127232,0.05133541052569158,0.04995507787160161,13.21,7,16,26,22,23,24,29,31,34,47,54,59
2483,0.8564149533178965,0.8587653336684417,0.051333135932901085,0.049976068036875994,13.22,7,16,26,22,23,24,29,31,34,47,54,59
2484,0.8564336840266418,0.8588154562994151,0.05132978849241118,0.04996719681286338,13.22,7,16,26,22,23,24,29,31,34,47,54,59
2485,0.8564499561074393,0.858918997743684,0.05132687858188787,0.049948871630435564,13.23,7,16,26,22,23,24,29,31,34,47,54,59
